Organization number,Company name,email,website,Company visiting address,Company visiting postal code,Company visiting postal area,Company visiting county,Company visiting phone,Company postal address,Company postal code,Company postal area,Office name,Office visiting address,Office visiting postal code,Office visiting postal area,Office visiting county,Office visiting phone,Office postal address,Office postal code,Office postal area,turnovers-interval,employees-interval,Turnover,Profit,Result of the year,Assests,The year of figures,Registered,Profit margin,Liquidity,Solidity,Gross profit margin,2024- Employees,2023- Employees,2022- Employees,2024- Turnover,2023- Turnover,2022- Turnover,2024- Result after financial items,2023- Result after financial items,2022- Result after financial items,2024- Years result,2023- Years result,2022- Years result,2024- Assets,2023- Assets,2022- Assets,Operation description,SNI,Company status,Company registration,F-tax registered,Date for F-tax registration,VAT registered,Registration date for VAT,Entity type,Mother company name,Owbership type,County of seat,Munipality of seat,decision_maker_name,Decision maker title,decision_maker_email,decision_maker_number,Reference page,last_updated
5566354121,Cellsynt AB,info@cellsynt.com,www.cellsynt.com,,0,,,,BOX 1264,25112,Helsingborg,,,,,,,,,,,0,42324,11776,9255,20464,2020-12-01,2002,27.84,184.53,45.81,100,2,2,2,42324,35631,41933,11776,10826,11297,9255,8507,8810,20464,19072,17465,Bolaget ska utveckla och tillhandahålla telefonitjänster inom den europeiska marknaden och därmed förenlig verksamhet.,61200,Active,2002-11-08,Registrerad,2003-08-21,Yes,2003-08-09,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Helsingborg,Bo Anund Larsson,Styrelsesuppleant,,,,2024-10-28 12:55
5566354121,Cellsynt AB,info@cellsynt.com,www.cellsynt.com,,0,,,,BOX 1264,25112,Helsingborg,,,,,,,,,,,0,42324,11776,9255,20464,2020-12-01,2002,27.84,184.53,45.81,100,2,2,2,42324,35631,41933,11776,10826,11297,9255,8507,8810,20464,19072,17465,Bolaget ska utveckla och tillhandahålla telefonitjänster inom den europeiska marknaden och därmed förenlig verksamhet.,61200,Active,2002-11-08,Registrerad,2003-08-21,Yes,2003-08-09,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Helsingborg,Glenn Robin Tobias Larsson,Styrelseledamot,info@cellsynt.com,,,2024-10-28 12:55
5566354121,Cellsynt AB,info@cellsynt.com,www.cellsynt.com,,0,,,,BOX 1264,25112,Helsingborg,,,,,,,,,,,0,42324,11776,9255,20464,2020-12-01,2002,27.84,184.53,45.81,100,2,2,2,42324,35631,41933,11776,10826,11297,9255,8507,8810,20464,19072,17465,Bolaget ska utveckla och tillhandahålla telefonitjänster inom den europeiska marknaden och därmed förenlig verksamhet.,61200,Active,2002-11-08,Registrerad,2003-08-21,Yes,2003-08-09,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Helsingborg,Nils Johan Alexander Andreasson,Styrelseledamot,nils@cellsynt.com,,,2024-10-28 12:55
5566354121,Cellsynt AB,info@cellsynt.com,www.cellsynt.com,,0,,,,BOX 1264,25112,Helsingborg,,,,,,,,,,,0,42324,11776,9255,20464,2020-12-01,2002,27.84,184.53,45.81,100,2,2,2,42324,35631,41933,11776,10826,11297,9255,8507,8810,20464,19072,17465,Bolaget ska utveckla och tillhandahålla telefonitjänster inom den europeiska marknaden och därmed förenlig verksamhet.,61200,Active,2002-11-08,Registrerad,2003-08-21,Yes,2003-08-09,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Helsingborg,Ulf Håkan Juhlin,Revisor,,,,2024-10-28 12:55
5566829700,Fröfäl AB,info@frobbit.se,www.frobbit.se,KULLAMÖLLEVÄGEN 276-13 Ledåsa,27571,Lövestad,Skåne län,417773980,KULLAMÖLLEVÄGEN 276-13,27571,Lövestad,,,,,,,,,,,0,1450,33,33,963,2020-12-01,2005,2.3,239.68,59.71,52.79,1,1,1,1450,1466,1366,33,74,-59,33,74,-59,963,911,823,Bolaget skall bedriva internetrelaterad verksamhet.,6.20206E+14,Active,2005-07-05,Registrerad,2006-01-13,Yes,2005-12-28,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Sjöbo,Eva Frölich,Styrelseledamot,info@frobbit.se,,,2024-10-28 12:55
5566829700,Fröfäl AB,info@frobbit.se,www.frobbit.se,KULLAMÖLLEVÄGEN 276-13 Ledåsa,27571,Lövestad,Skåne län,417773980,KULLAMÖLLEVÄGEN 276-13,27571,Lövestad,,,,,,,,,,,0,1450,33,33,963,2020-12-01,2005,2.3,239.68,59.71,52.79,1,1,1,1450,1466,1366,33,74,-59,33,74,-59,963,911,823,Bolaget skall bedriva internetrelaterad verksamhet.,6.20206E+14,Active,2005-07-05,Registrerad,2006-01-13,Yes,2005-12-28,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Sjöbo,Eva Majvi Ann-Christin Persson,Revisor,,,,2024-10-28 12:55
5566829700,Fröfäl AB,info@frobbit.se,www.frobbit.se,KULLAMÖLLEVÄGEN 276-13 Ledåsa,27571,Lövestad,Skåne län,417773980,KULLAMÖLLEVÄGEN 276-13,27571,Lövestad,,,,,,,,,,,0,1450,33,33,963,2020-12-01,2005,2.3,239.68,59.71,52.79,1,1,1,1450,1466,1366,33,74,-59,33,74,-59,963,911,823,Bolaget skall bedriva internetrelaterad verksamhet.,6.20206E+14,Active,2005-07-05,Registrerad,2006-01-13,Yes,2005-12-28,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Sjöbo,Patrik H:son Fältström,Styrelseledamot,,,,2024-10-28 12:55
5566829700,Fröfäl AB,info@frobbit.se,www.frobbit.se,KULLAMÖLLEVÄGEN 276-13 Ledåsa,27571,Lövestad,Skåne län,417773980,KULLAMÖLLEVÄGEN 276-13,27571,Lövestad,,,,,,,,,,,0,1450,33,33,963,2020-12-01,2005,2.3,239.68,59.71,52.79,1,1,1,1450,1466,1366,33,74,-59,33,74,-59,963,911,823,Bolaget skall bedriva internetrelaterad verksamhet.,6.20206E+14,Active,2005-07-05,Registrerad,2006-01-13,Yes,2005-12-28,Aktiebolag,,"Privat, ej börsnoterat",Skåne län,Sjöbo,Torbjörn Erik Berg Frölich,Styrelsesuppleant,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Bodil Elianne Wallhoff,Styrelseledamot,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Elin Marie Swedlund,Styrelseledamot,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Fredrik Gabriel Ludvig Danielsson,Styrelseledamot,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Johan David Tunberger,Styrelseledamot,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Johan Rickard Lehmann,Styrelseledamot,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Karl George Anders Bergengren,Styrelseledamot,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Lars Anders Jönsson,Styrelseledamot,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Lars Göran Michael Starck,Revisor,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Lars Mikael Hilding Jönsson,Extern verkställande direktör,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Lars Niklas Paulsson,Revisorssuppleant,,,,2024-10-28 12:55
5560356387,Gustafsborgs Säteri AB,jnm@gustafsborg.se,gustafsborg.se,VINNARP 100,28491,Perstorp,Skåne län,43534045,VINNARP 100,28491,Perstorp,,,,,,,,,,,0,147978,15453,12120,405429,2020-08-01,1936,11.35,349.21,58.78,53.73,0,0,13,147978,0,135477,15453,0,18845,12120,0,18001,405429,0,384031,"Bolaget skall idka skogsbruk, sågverksrörelse och förvaltning av skogsegendomar samt därmed förenlig verksamhet, ävensom äga och förvalta fast och lös egendom.",2101,Active,1936-11-20,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Gustafsborgs Säteri Aktiebolag,"Privat, ej börsnoterat",Skåne län,Perstorp,Per Otto Bylund,Styrelsesuppleant,,,,2024-10-28 12:55
5560532771,Högestad & Christinehof Förvaltnings AB,info@hogesta.se,www.hogesta.se,HÖGESTAVÄGEN 531-19,27195,Ystad,Skåne län,41740100,HÖGESTAVÄGEN 531-19,27195,Ystad,,,,,,,,,,,0,69023,10358,3681,69102,2020-12-01,1949,16.07,173.77,62.46,72.99,29,29,35,69023,61414,68329,10358,12538,10759,3681,5968,3412,69102,83456,63692,"Föremålet för bolagets verksamhet är att äga, förhyra och förvalta fast egendom och byggnader på ofri grund samt att idka jordbruks- och skogsbruksrörelse ävensom idka därmed förenlig verksamhet.",1110,Active,1949-06-27,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Högestad Christinehof Fideikommiss Aktiebolag,"Privat, ej börsnoterat",Skåne län,Ystad,Anna Christina Elisabeth Piper,Styrelseledamot,,,,2024-10-28 12:55
5560532771,Högestad & Christinehof Förvaltnings AB,info@hogesta.se,www.hogesta.se,HÖGESTAVÄGEN 531-19,27195,Ystad,Skåne län,41740100,HÖGESTAVÄGEN 531-19,27195,Ystad,,,,,,,,,,,0,69023,10358,3681,69102,2020-12-01,1949,16.07,173.77,62.46,72.99,29,29,35,69023,61414,68329,10358,12538,10759,3681,5968,3412,69102,83456,63692,"Föremålet för bolagets verksamhet är att äga, förhyra och förvalta fast egendom och byggnader på ofri grund samt att idka jordbruks- och skogsbruksrörelse ävensom idka därmed förenlig verksamhet.",1110,Active,1949-06-27,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Högestad Christinehof Fideikommiss Aktiebolag,"Privat, ej börsnoterat",Skåne län,Ystad,Carl Gustaf Fredric Piper,Styrelseledamot,,,,2024-10-28 12:55
5560532771,Högestad & Christinehof Förvaltnings AB,info@hogesta.se,www.hogesta.se,HÖGESTAVÄGEN 531-19,27195,Ystad,Skåne län,41740100,HÖGESTAVÄGEN 531-19,27195,Ystad,,,,,,,,,,,0,69023,10358,3681,69102,2020-12-01,1949,16.07,173.77,62.46,72.99,29,29,35,69023,61414,68329,10358,12538,10759,3681,5968,3412,69102,83456,63692,"Föremålet för bolagets verksamhet är att äga, förhyra och förvalta fast egendom och byggnader på ofri grund samt att idka jordbruks- och skogsbruksrörelse ävensom idka därmed förenlig verksamhet.",1110,Active,1949-06-27,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Högestad Christinehof Fideikommiss Aktiebolag,"Privat, ej börsnoterat",Skåne län,Ystad,Erik Gustaf Johan Adelswärd,Styrelseledamot,,,,2024-10-28 12:55
5560532771,Högestad & Christinehof Förvaltnings AB,info@hogesta.se,www.hogesta.se,HÖGESTAVÄGEN 531-19,27195,Ystad,Skåne län,41740100,HÖGESTAVÄGEN 531-19,27195,Ystad,,,,,,,,,,,0,69023,10358,3681,69102,2020-12-01,1949,16.07,173.77,62.46,72.99,29,29,35,69023,61414,68329,10358,12538,10759,3681,5968,3412,69102,83456,63692,"Föremålet för bolagets verksamhet är att äga, förhyra och förvalta fast egendom och byggnader på ofri grund samt att idka jordbruks- och skogsbruksrörelse ävensom idka därmed förenlig verksamhet.",1110,Active,1949-06-27,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Högestad Christinehof Fideikommiss Aktiebolag,"Privat, ej börsnoterat",Skåne län,Ystad,Hans Christian Negendanck,Extern verkställande direktör,,,,2024-10-28 12:55
5560532771,Högestad & Christinehof Förvaltnings AB,info@hogesta.se,www.hogesta.se,HÖGESTAVÄGEN 531-19,27195,Ystad,Skåne län,41740100,HÖGESTAVÄGEN 531-19,27195,Ystad,,,,,,,,,,,0,69023,10358,3681,69102,2020-12-01,1949,16.07,173.77,62.46,72.99,29,29,35,69023,61414,68329,10358,12538,10759,3681,5968,3412,69102,83456,63692,"Föremålet för bolagets verksamhet är att äga, förhyra och förvalta fast egendom och byggnader på ofri grund samt att idka jordbruks- och skogsbruksrörelse ävensom idka därmed förenlig verksamhet.",1110,Active,1949-06-27,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Högestad Christinehof Fideikommiss Aktiebolag,"Privat, ej börsnoterat",Skåne län,Ystad,Hans Ulf Patrik Andersson,Revisor,,,,2024-10-28 12:55
5560532771,Högestad & Christinehof Förvaltnings AB,info@hogesta.se,www.hogesta.se,HÖGESTAVÄGEN 531-19,27195,Ystad,Skåne län,41740100,HÖGESTAVÄGEN 531-19,27195,Ystad,,,,,,,,,,,0,69023,10358,3681,69102,2020-12-01,1949,16.07,173.77,62.46,72.99,29,29,35,69023,61414,68329,10358,12538,10759,3681,5968,3412,69102,83456,63692,"Föremålet för bolagets verksamhet är att äga, förhyra och förvalta fast egendom och byggnader på ofri grund samt att idka jordbruks- och skogsbruksrörelse ävensom idka därmed förenlig verksamhet.",1110,Active,1949-06-27,Registrerad,1994-01-01,Yes,1980-01-01,Aktiebolag,Högestad Christinehof Fideikommiss Aktiebolag,"Privat, ej börsnoterat",Skåne län,Ystad,Susanna Maria Katarina Pelin,Styrelseledamot,,,,2024-10-28 12:55
5566245212,Addvise Newco Med AB,info@kebo.se,kebo.se,TEGELUDDSVÄGEN 76 3TR,11528,Stockholm,Stockholms län,,GREV TUREGATAN 30 5TR,11438,Stockholm,,,,,,,,,,,0,360,287,123,12354,2020-12-01,2002,,114.52,12.68,,0,0,1,360,1080,1167,287,835,24,123,980,2,12354,15971,15171,Bolaget skall marknadsföra och försälja inredning och skydds- ventilation för laboratorier samt idka därmed förenlig verksamhet.,4646031012,Active,2002-03-22,Registrerad,2002-06-13,Yes,2002-06-13,Aktiebolag,ADDvise Group AB (publ),"Privat, ej börsnoterat",Skåne län,Hässleholm,Aaron Michael Wong,Styrelsesuppleant,,,,2024-10-28 12:55
5566245212,Addvise Newco Med AB,info@kebo.se,kebo.se,TEGELUDDSVÄGEN 76 3TR,11528,Stockholm,Stockholms län,,GREV TUREGATAN 30 5TR,11438,Stockholm,,,,,,,,,,,0,360,287,123,12354,2020-12-01,2002,,114.52,12.68,,0,0,1,360,1080,1167,287,835,24,123,980,2,12354,15971,15171,Bolaget skall marknadsföra och försälja inredning och skydds- ventilation för laboratorier samt idka därmed förenlig verksamhet.,4646031012,Active,2002-03-22,Registrerad,2002-06-13,Yes,2002-06-13,Aktiebolag,ADDvise Group AB (publ),"Privat, ej börsnoterat",Skåne län,Hässleholm,Magnus Ivar Thorling,Huvudansvarig revisor,,,,2024-10-28 12:55
5566245212,Addvise Newco Med AB,info@kebo.se,kebo.se,TEGELUDDSVÄGEN 76 3TR,11528,Stockholm,Stockholms län,,GREV TUREGATAN 30 5TR,11438,Stockholm,,,,,,,,,,,0,360,287,123,12354,2020-12-01,2002,,114.52,12.68,,0,0,1,360,1080,1167,287,835,24,123,980,2,12354,15971,15171,Bolaget skall marknadsföra och försälja inredning och skydds- ventilation för laboratorier samt idka därmed förenlig verksamhet.,4646031012,Active,2002-03-22,Registrerad,2002-06-13,Yes,2002-06-13,Aktiebolag,ADDvise Group AB (publ),"Privat, ej börsnoterat",Skåne län,Hässleholm,Rikard Akhtarzand,Styrelseledamot,rikard.akhtarzand@addvise.se,,,2024-10-28 12:55
5565306197,Treano Bygg AB,info@pecobygg.se,treano.se,KABINGATAN 13,21239,Malmö,Skåne län,,KABINGATAN 13,21239,Malmö,,,,,,,,,,,0,785949,9659,18756,234934,2020-12-01,1996,1.39,93.43,10.21,21.82,183,139,139,785949,564293,495538,9659,16020,7414,18756,29290,5580,234934,171063,164938,Bolaget skall bedriva byggverksamhet och fastighetsförvaltning samt därmed förenlig verksamhet. Bolaget skall bedriva handel med värdepapper.,41200,Active,1996-03-25,Registrerad,1996-01-01,Yes,1996-01-01,Aktiebolag,KFB Invest AB,"Privat, ej börsnoterat",Skåne län,Malmö,Annika Helén Larsson,Huvudansvarig revisor,annika.helen.larsson@erlandssonbygg.se,,,2024-10-28 12:55
5565306197,Treano Bygg AB,info@pecobygg.se,treano.se,KABINGATAN 13,21239,Malmö,Skåne län,,KABINGATAN 13,21239,Malmö,,,,,,,,,,,0,785949,9659,18756,234934,2020-12-01,1996,1.39,93.43,10.21,21.82,183,139,139,785949,564293,495538,9659,16020,7414,18756,29290,5580,234934,171063,164938,Bolaget skall bedriva byggverksamhet och fastighetsförvaltning samt därmed förenlig verksamhet. Bolaget skall bedriva handel med värdepapper.,41200,Active,1996-03-25,Registrerad,1996-01-01,Yes,1996-01-01,Aktiebolag,KFB Invest AB,"Privat, ej börsnoterat",Skåne län,Malmö,Daniel Mikael Pedersen,Styrelseledamot,daniel.mikael.pedersen@erlandssonbygg.se,,,2024-10-28 12:55
5565306197,Treano Bygg AB,info@pecobygg.se,treano.se,KABINGATAN 13,21239,Malmö,Skåne län,,KABINGATAN 13,21239,Malmö,,,,,,,,,,,0,785949,9659,18756,234934,2020-12-01,1996,1.39,93.43,10.21,21.82,183,139,139,785949,564293,495538,9659,16020,7414,18756,29290,5580,234934,171063,164938,Bolaget skall bedriva byggverksamhet och fastighetsförvaltning samt därmed förenlig verksamhet. Bolaget skall bedriva handel med värdepapper.,41200,Active,1996-03-25,Registrerad,1996-01-01,Yes,1996-01-01,Aktiebolag,KFB Invest AB,"Privat, ej börsnoterat",Skåne län,Malmö,Erik Tomas Natanael Erlandsson,Styrelseledamot,erik.tomas.natanael.erlandsson@erlandssonbygg.se,,,2024-10-28 12:55
5565306197,Treano Bygg AB,info@pecobygg.se,treano.se,KABINGATAN 13,21239,Malmö,Skåne län,,KABINGATAN 13,21239,Malmö,,,,,,,,,,,0,785949,9659,18756,234934,2020-12-01,1996,1.39,93.43,10.21,21.82,183,139,139,785949,564293,495538,9659,16020,7414,18756,29290,5580,234934,171063,164938,Bolaget skall bedriva byggverksamhet och fastighetsförvaltning samt därmed förenlig verksamhet. Bolaget skall bedriva handel med värdepapper.,41200,Active,1996-03-25,Registrerad,1996-01-01,Yes,1996-01-01,Aktiebolag,KFB Invest AB,"Privat, ej börsnoterat",Skåne län,Malmö,Fredrik Marcus Kamf Schlyter,Styrelseledamot,fredrik.marcus.kamf.schlyter@erlandssonbygg.se,,,2024-10-28 12:55
